0.580206	3174
0.580206	3173
0.580206	3171
0.580206	3170
0.580206	3169
0.580206	3167
0.580206	3166
0.580206	3165
0.580184	3163
0.580184	3161
0.580184	3160
0.580184	3158
0.580184	3156
0.580184	3155
0.580184	3153
0.580184	3152
0.580184	3151
0.580184	3149
0.580184	3148
0.580184	3146
0.580184	3145
0.580161	3143
0.580161	3141
0.580161	3140
0.580145	3139
0.580145	3137
0.580145	3136
0.580136	3135
0.580136	3134
0.580136	3132
0.580136	3131
0.580136	3130
0.580136	3128
0.580136	3127
0.580136	3125
0.580136	3123
0.580136	3122
0.580136	3121
0.580136	3119
0.580136	3118
0.580136	3117
0.580128	3115
0.580128	3113
0.580128	3112
0.580128	3111
0.580128	3109
0.580150	3107
0.580150	3106
0.580150	3104
0.580150	3103
0.580150	3101
0.580150	3100
0.580150	3098
0.580150	3097
0.580150	3095
0.580148	3094
0.580148	3092
0.580148	3091
0.580148	3089
0.580148	3088
0.580148	3086
0.580035	3084
0.580010	3082
0.580010	3080
0.580010	3079
0.580000	3078
0.580000	3076
0.580000	3075
0.580000	3073
0.579988	3072
0.579988	3071
0.579988	3069
0.579988	3068
0.579988	3066
0.579934	3065
0.579934	3063
0.579933	3061
0.579933	3059
0.579933	3057
0.579933	3055
0.579933	3054
0.579933	3053
0.579933	3050
0.579933	3049
0.579933	3047
0.579933	3046
0.579923	3044
0.580043	3042
0.580043	3040
0.580043	3038
0.580043	3037
0.579962	3035
0.579962	3033
0.579962	3032
0.579962	3030
0.579962	3028
0.579962	3027
0.579869	3025
0.579869	3024
0.579869	3022
0.579869	3021
0.579869	3020
0.579869	3018
0.579869	3016
0.579869	3015
0.579865	3014
0.579865	3012
0.579865	3010
0.579865	3008
0.579865	3007
0.579865	3005
0.579865	3004
0.579865	3002
0.579735	3000
0.579735	2999
0.579735	2997
0.579735	2996
0.579735	2994
0.579683	2993
0.579648	2991
0.579648	2989
0.579648	2988
0.579648	2986
0.579648	2984
0.579648	2982
0.579648	2980
0.579648	2978
0.579588	2976
0.579588	2975
0.579588	2973
0.579588	2971
0.579588	2970
0.579588	2968
0.579566	2967
0.579557	2965
0.579546	2963
0.579546	2961
0.579546	2959
0.579433	2957
0.579433	2955
0.579433	2954
0.579433	2952
0.579433	2950
0.579433	2948
0.579433	2947
0.579433	2945
0.579433	2944
0.579433	2942
0.579354	2940
0.579354	2938
0.579354	2936
0.579354	2934
0.579354	2932
0.579279	2930
0.579279	2928
0.579279	2926
0.579255	2924
0.579274	2922
0.579273	2921
0.579273	2919
0.579273	2917
0.579273	2915
0.579273	2914
0.579273	2912
0.579273	2910
0.579273	2908
0.579273	2906
0.579267	2904
0.579267	2902
0.579267	2900
0.579253	2898
0.579253	2896
0.579253	2895
0.579253	2893
0.579253	2891
0.579208	2889
0.579208	2887
0.579208	2885
0.579208	2884
0.579208	2882
0.579177	2880
0.579177	2878
0.579141	2876
0.579141	2874
0.579141	2873
0.579141	2871
0.579141	2869
0.579141	2867
0.579141	2866
0.579083	2864
0.579083	2861
0.579083	2860
0.579083	2858
0.579028	2855
0.579028	2853
0.579021	2851
0.579021	2849
0.579021	2847
0.579021	2845
0.579021	2843
0.579021	2841
0.579021	2839
0.579021	2837
0.579021	2835
0.579021	2833
0.579021	2831
0.579021	2829
0.579021	2827
0.579021	2826
0.579021	2824
0.579021	2822
0.579021	2820
0.578992	2818
0.578992	2816
0.578992	2814
0.578992	2812
0.578990	2810
0.578990	2808
0.578990	2806
0.578972	2804
0.578951	2801
0.578951	2799
0.578951	2797
0.578951	2795
0.578915	2792
0.578915	2790
0.578908	2788
0.578908	2785
0.578869	2783
0.578806	2782
0.578806	2780
0.578806	2778
0.578806	2776
0.578781	2773
0.578781	2772
0.578781	2769
0.578781	2767
0.578781	2765
0.578781	2763
0.578781	2761
0.578781	2758
0.578781	2756
0.578781	2754
0.578681	2752
0.578681	2749
0.578681	2748
0.578681	2745
0.578681	2744
0.578654	2742
0.578654	2739
0.578647	2737
0.578647	2735
0.578647	2733
0.578647	2731
0.578647	2728
0.578633	2726
0.578633	2724
0.578633	2723
0.578633	2721
0.578633	2719
0.578633	2717
0.578633	2715
0.578633	2713
0.578633	2710
0.578633	2708
0.578633	2705
0.578633	2704
0.578600	2701
0.578600	2699
0.578600	2697
0.578600	2694
0.578600	2692
0.578557	2689
0.578557	2687
0.578557	2685
0.578557	2683
0.578557	2681
0.578557	2678
0.578419	2676
0.578419	2674
0.578419	2672
0.578419	2669
0.578275	2668
0.578275	2665
0.578203	2664
0.578203	2661
0.578203	2659
0.578122	2657
0.578122	2654
0.578122	2652
0.578122	2650
0.578122	2648
0.578108	2645
0.578108	2643
0.578108	2640
0.578108	2638
0.578108	2635
0.578108	2634
0.578108	2632
0.578108	2630
0.578108	2627
0.578108	2625
0.578108	2624
0.578108	2622
0.578108	2620
0.578108	2618
0.578108	2616
0.578089	2614
0.578089	2611
0.578089	2609
0.578080	2607
0.578080	2605
0.578039	2603
0.578039	2601
0.578039	2599
0.578039	2597
0.577918	2596
0.577918	2593
0.577918	2590
0.577918	2588
0.577918	2585
0.577918	2583
0.577893	2580
0.577893	2577
0.577893	2575
0.577893	2573
0.577893	2571
0.577889	2568
0.577889	2566
0.577889	2564
0.577889	2562
0.577889	2560
0.577889	2558
0.577889	2555
0.577889	2552
0.577869	2550
0.577869	2547
0.577869	2545
0.577869	2543
0.577869	2540
0.577869	2537
0.577869	2535
0.577869	2532
0.577869	2530
0.577762	2527
0.577684	2524
0.577680	2522
0.577680	2519
0.577680	2517
0.577680	2515
0.577680	2512
0.577680	2509
0.577680	2507
0.577680	2505
0.577559	2502
0.577416	2500
0.577416	2497
0.577410	2495
0.577281	2492
0.577281	2490
0.577281	2487
0.577271	2485
0.577201	2482
0.577201	2480
0.577201	2477
0.577201	2476
0.577201	2473
0.577199	2471
0.577199	2469
0.577173	2466
0.577124	2464
0.577035	2461
0.576944	2459
0.576944	2457
0.576944	2455
0.576670	2452
0.576670	2449
0.576670	2446
0.576670	2443
0.576670	2440
0.576670	2438
0.576670	2436
0.576664	2432
0.576664	2430
0.576548	2428
0.576442	2426
0.576442	2423
0.576438	2421
0.576331	2418
0.576331	2415
0.576295	2412
0.576195	2409
0.576195	2406
0.576195	2404
0.576195	2401
0.576195	2398
0.576195	2396
0.576195	2393
0.576195	2391
0.576195	2389
0.576195	2386
0.576186	2383
0.576186	2379
0.576186	2376
0.576186	2374
0.576186	2371
0.576186	2367
0.576186	2366
0.576175	2363
0.576175	2361
0.576175	2358
0.576175	2356
0.576172	2353
0.576172	2350
0.576172	2348
0.576103	2346
0.575986	2344
0.575980	2341
0.575980	2339
0.575957	2337
0.575957	2335
0.575895	2332
0.575895	2330
0.575895	2328
0.575895	2325
0.575826	2323
0.575805	2321
0.575805	2318
0.575805	2315
0.575805	2312
0.575805	2309
0.575805	2307
0.575805	2304
0.575805	2301
0.575805	2298
0.575708	2296
0.575652	2294
0.575652	2292
0.575652	2289
0.575652	2287
0.575630	2284
0.575617	2282
0.575617	2279
0.575617	2275
0.575617	2273
0.575591	2270
0.575591	2267
0.575591	2265
0.575591	2262
